,Algorithm,Size,State,It,Value
1482,GENETIC,10,BestState,742,2
1483,GENETIC,10,WorstState,742,7
1484,GENETIC,10,BestState,743,2
1485,GENETIC,10,WorstState,743,8
1486,GENETIC,10,BestState,744,2
1487,GENETIC,10,WorstState,744,10
1488,GENETIC,10,BestState,745,2
1489,GENETIC,10,WorstState,745,9
1490,GENETIC,10,BestState,746,2
1491,GENETIC,10,WorstState,746,9
1492,GENETIC,10,BestState,747,2
1493,GENETIC,10,WorstState,747,8
1494,GENETIC,10,BestState,748,2
1495,GENETIC,10,WorstState,748,10
1496,GENETIC,10,BestState,749,2
1497,GENETIC,10,WorstState,749,8
1498,GENETIC,10,BestState,750,2
1499,GENETIC,10,WorstState,750,9
1500,GENETIC,10,BestState,751,2
1501,GENETIC,10,WorstState,751,10
1502,GENETIC,10,BestState,752,2
1503,GENETIC,10,WorstState,752,9
1504,GENETIC,10,BestState,753,2
1505,GENETIC,10,WorstState,753,9
1506,GENETIC,10,BestState,754,2
1507,GENETIC,10,WorstState,754,9
1508,GENETIC,10,BestState,755,2
1509,GENETIC,10,WorstState,755,9
1510,GENETIC,10,BestState,756,2
1511,GENETIC,10,WorstState,756,9
1512,GENETIC,10,BestState,757,2
1513,GENETIC,10,WorstState,757,10
1514,GENETIC,10,BestState,758,2
1515,GENETIC,10,WorstState,758,9
1516,GENETIC,10,BestState,759,2
1517,GENETIC,10,WorstState,759,9
1518,GENETIC,10,BestState,760,2
1519,GENETIC,10,WorstState,760,10
1520,GENETIC,10,BestState,761,2
1521,GENETIC,10,WorstState,761,9
1522,GENETIC,10,BestState,762,2
1523,GENETIC,10,WorstState,762,9
1524,GENETIC,10,BestState,763,2
1525,GENETIC,10,WorstState,763,9
1526,GENETIC,10,BestState,764,2
1527,GENETIC,10,WorstState,764,9
1528,GENETIC,10,BestState,765,0
1529,GENETIC,10,WorstState,765,9
